neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,price
1,40.65256,-73.94185,1,3,2,70
1,40.65554,-73.9184,1,7,0,70
1,40.64487,-73.94711,3,1,23,70
1,40.64115,-73.92837,1,1,0,70
1,40.64268,-73.95132,1,4,0,70
1,40.66242,-73.92833,1,1,0,70
1,40.66375,-73.92974,3,6,46,71
1,40.64577,-73.93118,3,3,11,74
1,40.65012,-73.94056,1,1,15,75
1,40.64286,-73.94839,3,5,8,75
1,40.65141,-73.92512,3,3,109,75
1,40.64342,-73.94037,3,1,82,75
1,40.64841,-73.95178,1,4,27,75
1,40.6493,-73.94547,1,2,30,75
1,40.65441,-73.93009,1,3,11,75
1,40.65255,-73.9454,1,2,5,75
1,40.63956,-73.95033,1,3,10,75
1,40.65068,-73.91811,1,1,2,75
1,40.6491,-73.92532,3,3,12,75
1,40.66051,-73.92964,1,1,0,75
1,40.65074,-73.92945,3,6,2,75
1,40.63832,-73.94908,1,3,1,75
1,40.63846,-73.92892,3,1,27,75
1,40.65477,-73.92207,1,1,10,75
1,40.64578,-73.94756,1,2,7,75
1,40.65093,-73.93269,1,3,2,75
1,40.65192,-73.95243,3,7,1,76
1,40.65112,-73.95165,3,2,1,77
1,40.66097,-73.9319,3,4,15,79
1,40.65551,-73.93942,1,3,0,79
1,40.65983,-73.93472,1,3,57,80
1,40.63292,-73.94569,1,2,7,80
1,40.66048,-73.93335,3,1,127,80
1,40.64863,-73.94948,1,1,27,80
1,40.63876,-73.95073,3,2,72,80
1,40.64896,-73.94317,3,3,38,80
1,40.65185,-73.93388,1,2,1,80
1,40.65593,-73.91798,1,7,5,80
1,40.65556,-73.92926,1,3,10,80
1,40.65532,-73.91793,1,7,1,80
1,40.63767,-73.94011,3,90,23,80
1,40.64016,-73.94119,1,1,1,80
1,40.6329,-73.92784,3,1,53,80
1,40.65625,-73.91901,1,7,2,80
1,40.65501,-73.91886,1,5,2,80
1,40.65755,-73.92341,3,2,18,80
1,40.63314,-73.94537,3,2,22,80
1,40.65473,-73.91846,1,7,1,80
1,40.65625,-73.9218,1,1,77,80
1,40.64557,-73.94684,3,1,14,80
1,40.65155,-73.92907,1,1,22,80
1,40.64608,-73.94738,1,1,71,80
1,40.65144,-73.94659,1,2,0,80
1,40.6386,-73.93654,1,1,10,80
1,40.65643,-73.91875,1,7,0,80
1,40.66336,-73.92656,1,2,4,81
1,40.6386,-73.94584,3,1,5,82
1,40.66123,-73.93428,3,3,37,85
1,40.65263,-73.93215,3,2,182,85
1,40.66209,-73.93947,2,1,1,85
1,40.64645,-73.95047,1,4,42,85
1,40.65742,-73.92385,3,1,117,85
1,40.65275,-73.95119,3,1,0,85
1,40.6453,-73.94669,3,93,19,85
1,40.6543,-73.91488,3,1,183,85
1,40.65046,-73.93633,3,2,23,85
1,40.65398,-73.94399,3,2,52,85
1,40.64172,-73.93073,3,2,33,85
1,40.63575,-73.94235,3,1,5,85
1,40.64882,-73.94537,3,6,12,85
1,40.63971,-73.94377,1,1,1,85
1,40.63344,-73.94068,3,1,2,86
1,40.6425,-73.94293,3,2,11,88
1,40.64879,-73.95079,3,2,44,88
1,40.64513,-73.94944,1,2,0,89
1,40.66314,-73.93299,1,1,8,89
1,40.63831,-73.94572,1,1,14,89
1,40.64857,-73.94407,3,2,43,89
1,40.64322,-73.93745,3,2,74,89
1,40.66184,-73.93436,1,1,2,89
1,40.6624,-73.9329,1,1,3,89
1,40.66148,-73.93408,1,1,1,89
1,40.65406,-73.94011,1,3,0,89
1,40.63205,-73.94587,3,1,5,90
1,40.64464,-73.94807,3,2,4,90
1,40.64583,-73.94693,3,3,5,90
1,40.63345,-73.94536,1,1,4,90
1,40.6393,-73.9472,3,3,53,90
1,40.65737,-73.92563,1,3,36,90
1,40.64638,-73.95065,1,1,30,90
1,40.65129,-73.94058,1,1,10,90
1,40.65059,-73.94506,1,3,1,90
1,40.65454,-73.91885,1,7,1,90
1,40.63835,-73.94402,3,1,39,90
1,40.64779,-73.93163,1,3,3,90
1,40.66039,-73.93034,1,1,2,90
1,40.65401,-73.92013,1,1,10,90
1,40.64683,-73.93003,1,2,6,90
1,40.63844,-73.92868,3,1,117,91
1,40.65215,-73.95219,3,3,4,91
1,40.65265,-73.91233,3,2,13,91
1,40.64468,-73.94219,3,4,54,92
1,40.64939,-73.94864,3,4,0,92
1,40.65064,-73.95045,3,2,73,94
1,40.65176,-73.93452,3,3,105,95
1,40.66165,-73.92536,1,2,7,95
1,40.66383,-73.92706,2,2,7,95
1,40.63348,-73.94737,1,1,20,95
1,40.64323,-73.95086,3,2,43,95
1,40.65413,-73.94846,3,4,55,95
1,40.65441,-73.91995,1,1,6,95
1,40.64673,-73.94686,3,1,28,95
1,40.63803,-73.94894,3,3,177,97
1,40.64944,-73.93376,3,3,62,97
1,40.63939,-73.94988,3,2,100,97
1,40.64041,-73.95133,3,2,21,97
1,40.641,-73.93467,3,1,0,98
1,40.65446,-73.92613,2,100,1,99
1,40.64565,-73.93164,3,5,1,99
1,40.65358,-73.94965,1,4,13,99
1,40.66319,-73.93434,1,1,0,99
1,40.66189,-73.93309,1,1,1,99
1,40.65337,-73.91229,3,3,62,100
1,40.66428,-73.92911,3,1,102,100
1,40.63395,-73.94772,3,2,1,100
1,40.65308,-73.95109,3,2,67,100
1,40.64345,-73.93643,3,2,157,100
1,40.64588,-73.94961,1,1,2,100
1,40.64569,-73.94776,3,30,29,100
1,40.66101,-73.9302,3,2,29,100
1,40.64302,-73.95022,1,1,30,100
1,40.6468,-73.9508,3,5,83,100
1,40.65777,-73.91671,3,2,36,100
1,40.6413,-73.9236,3,2,97,100
1,40.64676,-73.94819,3,3,41,100
1,40.65014,-73.94451,3,2,0,100
1,40.65293,-73.9435,1,3,1,100
1,40.6472,-73.92951,1,2,4,100
1,40.64695,-73.93121,1,2,3,100
1,40.64262,-73.93621,1,1,0,101
1,40.65614,-73.91754,3,3,35,103
1,40.6526,-73.94999,3,59,48,104
1,40.64741,-73.92588,3,1,43,105
1,40.63693,-73.92242,3,2,108,105
1,40.65262,-73.94211,3,30,23,109
1,40.65336,-73.94345,3,30,23,109
1,40.66393,-73.9279,3,1,80,110
1,40.64933,-73.94539,3,1,57,110
1,40.65943,-73.91939,3,2,45,110
1,40.64841,-73.94516,3,1,20,110
1,40.6614,-73.93867,1,2,3,110
1,40.64659,-73.93058,1,2,6,110
1,40.65607,-73.92942,1,3,0,110
1,40.63602,-73.94607,3,3,64,115
1,40.63759,-73.9459,3,3,51,115
1,40.65267,-73.9485,3,7,5,115
1,40.65262,-73.94867,3,30,43,115
1,40.65301,-73.95241,3,3,64,115
1,40.65466,-73.9218,3,4,89,115
1,40.6648,-73.92672,3,1,15,115
1,40.6332,-73.94267,3,2,8,115
1,40.65472,-73.93683,3,2,7,115
1,40.64685,-73.95,3,30,1,118
1,40.64358,-73.9462,1,2,2,118
1,40.64469,-73.9469,1,2,23,119
1,40.65005,-73.94776,3,1,24,119
1,40.63611,-73.94637,3,3,79,120
1,40.6418,-73.93947,3,2,56,120
1,40.65454,-73.91569,3,1,187,120
1,40.65145,-73.94553,3,2,83,120
1,40.63905,-73.95046,3,3,23,120
1,40.65344,-73.94547,3,1,13,120
1,40.64359,-73.94821,1,2,3,120
1,40.64082,-73.94818,3,4,10,125
1,40.65496,-73.94405,1,1,0,125
1,40.63961,-73.93281,3,2,56,125
1,40.64629,-73.932,3,3,18,125
1,40.63931,-73.94451,1,1,7,125
1,40.63835,-73.94621,3,3,2,125
1,40.66257,-73.92355,3,2,22,125
1,40.63912,-73.92827,3,2,17,125
1,40.65079,-73.92527,3,3,15,125
1,40.64418,-73.92556,1,1,11,125
1,40.64902,-73.94795,3,1,0,125
1,40.65615,-73.91619,3,1,9,130
1,40.65204,-73.94938,3,4,104,133
1,40.65134,-73.94309,1,1,0,133
1,40.65146,-73.93966,3,1,193,135
1,40.64174,-73.93193,3,2,26,135
1,40.65073,-73.92738,3,4,9,135
1,40.65694,-73.92728,1,30,13,138
1,40.65491,-73.9222,3,4,77,139
1,40.65321,-73.95199,3,1,111,140
1,40.63853,-73.94869,3,3,33,140
1,40.66091,-73.93244,3,2,24,149
1,40.66346,-73.93572,3,3,1,149
1,40.65284,-73.94413,1,1,0,150
1,40.63868,-73.95049,3,4,93,150
1,40.64563,-73.9419,3,2,36,150
1,40.6403,-73.94959,1,3,11,150
1,40.63676,-73.95033,1,2,0,150
1,40.65229,-73.94539,1,2,1,150
1,40.66047,-73.93743,1,3,0,150
1,40.63682,-73.94947,3,1,6,150
1,40.6467,-73.94841,3,4,35,150
1,40.63439,-73.94397,3,6,57,150
1,40.63571,-73.92398,1,5,1,150
1,40.64333,-73.92526,3,2,4,150
1,40.65477,-73.95159,3,3,1,150
1,40.64874,-73.94467,3,3,3,150
1,40.64718,-73.94778,3,1,18,150
1,40.63383,-73.94175,1,1,0,150
1,40.65855,-73.93794,3,5,0,150
1,40.65394,-73.92777,3,6,0,150
1,40.6434,-73.94738,3,2,30,156
1,40.6485,-73.95157,3,2,1,159
1,40.64165,-73.9282,3,7,0,159
1,40.66411,-73.92905,3,1,44,160
1,40.64377,-73.95085,3,3,53,160
1,40.65422,-73.93784,3,1,232,165
1,40.65382,-73.93903,3,1,216,165
1,40.63956,-73.93235,3,3,55,165
1,40.64383,-73.94902,3,3,71,175
1,40.63196,-73.94572,1,2,4,175
1,40.65539,-73.94961,1,1,3,175
1,40.66197,-73.92587,3,3,14,180
1,40.63381,-73.94395,3,6,60,185
1,40.65239,-73.94824,3,3,1,190
1,40.64222,-73.95067,3,4,13,190
1,40.64701,-73.94965,3,2,65,195
1,40.65551,-73.94206,3,2,6,199
1,40.64282,-73.94497,3,4,0,199
1,40.63558,-73.94929,3,3,9,199
1,40.63774,-73.93714,1,1,0,200
1,40.64625,-73.95048,3,3,6,200
1,40.65203,-73.93317,1,1,2,200
1,40.65287,-73.94861,3,2,27,200
1,40.65867,-73.92953,3,1,0,200
1,40.65882,-73.92947,1,31,0,200
1,40.65679,-73.91631,1,5,0,200
1,40.6509,-73.95108,3,3,0,200
1,40.64431,-73.94867,3,3,1,200
1,40.6517,-73.9258,3,3,0,200
1,40.64062,-73.94733,3,2,44,215
1,40.64521,-73.94452,3,5,0,220
1,40.65042,-73.94842,3,1,6,225
1,40.64747,-73.95189,3,3,1,225
1,40.65041,-73.92574,3,3,10,249
1,40.64934,-73.94508,3,5,0,250
1,40.65887,-73.9198,3,3,15,250
1,40.65565,-73.93573,3,3,3,280
1,40.63863,-73.93826,3,5,2,300
1,40.65546,-73.92031,3,2,12,300
1,40.63612,-73.946,3,2,19,325
1,40.64145,-73.9433,3,2,34,350
1,40.64261,-73.94334,3,2,1,350
1,40.64351,-73.95167,3,4,32,350
1,40.63673,-73.94988,3,2,2,399
1,40.63881,-73.93476,3,1,50,400
1,40.66247,-73.93784,3,2,2,425
1,40.63337,-73.94578,1,1,36,525
1,40.66525,-73.92554,3,1,3,650
2,40.7544,-73.82866,2,3,3,20
2,40.75406,-73.80613,2,1,1,25
2,40.76,-73.82466,2,2,5,26
2,40.76726,-73.81217,1,1,0,27
2,40.73872,-73.82863,1,1,49,29
2,40.72211,-73.80908,1,1,0,30
2,40.7555,-73.82712,1,4,54,30
2,40.75981,-73.82021,2,1,0,30
2,40.73717,-73.80847,1,1,16,30
2,40.76108,-73.80736,1,1,3,32
2,40.7662,-73.82854,1,1,67,35
2,40.7408,-73.82708,1,1,0,35
2,40.75862,-73.82606,2,2,1,35
2,40.74218,-73.82833,1,2,98,36
2,40.76245,-73.8238,1,5,34,38
2,40.7423,-73.8047,1,1,16,38
2,40.75553,-73.83307,3,1,2,39
2,40.76106,-73.8305,1,1,22,39
2,40.76897,-73.82728,1,1,27,39
2,40.74903,-73.82938,1,14,107,40
2,40.74807,-73.82775,1,7,102,40
2,40.74821,-73.82948,1,7,19,40
2,40.75026,-73.82873,1,7,59,40
2,40.74944,-73.82772,1,3,51,40
2,40.74981,-73.82742,1,7,19,40
2,40.75338,-73.82342,1,1,6,40
2,40.75602,-73.818,1,2,29,40
2,40.74652,-73.82873,1,3,3,40
2,40.77244,-73.80061,1,30,1,40
2,40.74625,-73.83433,1,1,7,40
2,40.75938,-73.80124,1,1,1,40
2,40.74523,-73.83321,1,1,20,42
2,40.76134,-73.80776,1,1,1,42
2,40.76393,-73.80895,1,1,0,42
2,40.75686,-73.81327,1,2,65,43
2,40.7557,-73.81237,1,2,43,43
2,40.76531,-73.8138,1,2,6,43
2,40.75474,-73.82166,1,1,0,44
2,40.75394,-73.80538,1,2,186,45
2,40.75898,-73.81448,1,3,67,45
2,40.77241,-73.82388,1,2,24,45
2,40.73067,-73.80691,1,1,9,45
2,40.73182,-73.79505,3,1,51,45
2,40.77257,-73.80125,1,30,0,45
2,40.74344,-73.82642,1,3,0,45
2,40.75522,-73.81259,1,2,26,46
2,40.75707,-73.81205,1,2,22,46
2,40.75283,-73.82561,1,1,1,46
2,40.75901,-73.81461,1,3,92,47
2,40.75811,-73.81458,1,2,130,47
2,40.75556,-73.81205,1,2,79,47
2,40.75786,-73.8123,1,2,54,48
2,40.75456,-73.80417,1,1,37,48
2,40.76106,-73.81279,1,4,11,48
2,40.74544,-73.82244,1,1,74,48
2,40.76987,-73.80451,1,1,3,48
2,40.73627,-73.81305,1,15,0,49
2,40.75224,-73.81505,1,1,77,49
2,40.76649,-73.82991,1,7,28,49
2,40.74538,-73.83489,1,1,57,49
2,40.76389,-73.82349,2,1,3,49
2,40.74588,-73.83284,1,1,14,49
2,40.7664,-73.8227,1,4,0,49
2,40.76986,-73.80515,1,1,2,49
2,40.75518,-73.80422,1,1,154,50
2,40.74849,-73.82914,1,7,83,50
2,40.74875,-73.82775,1,7,55,50
2,40.75402,-73.81317,1,2,54,50
2,40.75364,-73.8108,1,2,51,50
2,40.76271,-73.79595,1,2,74,50
2,40.7561,-73.80622,1,1,63,50
2,40.75619,-73.80482,1,1,62,50
2,40.77193,-73.79966,1,30,5,50
2,40.76991,-73.8265,1,3,24,50
2,40.73662,-73.82764,1,1,20,50
2,40.74265,-73.8231,1,1,0,50
2,40.7482,-73.83113,1,1,4,50
2,40.74793,-73.81782,1,7,0,50
2,40.75708,-73.81268,1,2,129,51
2,40.7467,-73.83456,1,1,166,53
2,40.75548,-73.81372,1,2,24,53
2,40.75777,-73.81172,1,2,65,54
2,40.77053,-73.80067,1,30,5,54
2,40.76731,-73.8222,1,4,0,54
2,40.75578,-73.81948,1,1,474,55
2,40.75612,-73.82517,1,2,31,55
2,40.75088,-73.81029,1,1,116,55
2,40.75606,-73.81954,1,1,51,55
2,40.76173,-73.80767,1,2,55,55
2,40.73331,-73.80811,1,2,0,55
2,40.72946,-73.8075,1,2,16,55
2,40.74879,-73.82958,1,3,47,55
2,40.75448,-73.82295,1,1,37,55
2,40.76376,-73.83094,1,1,40,55
2,40.75722,-73.80595,1,1,56,55
2,40.74293,-73.81868,1,1,43,55
2,40.74674,-73.82298,1,1,61,55
2,40.75831,-73.82776,1,1,37,55
2,40.7559,-73.80427,1,1,29,55
2,40.74295,-73.82544,1,5,0,55
2,40.76274,-73.82089,1,1,9,55
2,40.74511,-73.82909,1,1,0,55
2,40.75979,-73.81016,1,2,17,57
2,40.75299,-73.8307,1,1,50,57
2,40.76016,-73.82672,1,1,13,57
2,40.75825,-73.83369,1,30,0,57
2,40.73129,-73.80416,3,2,19,58
2,40.75334,-73.81699,1,1,281,59
2,40.75431,-73.83131,1,1,116,59
2,40.75494,-73.81818,1,2,48,59
2,40.75422,-73.81586,1,1,25,59
2,40.74686,-73.82192,1,1,49,59
2,40.75982,-73.80629,3,1,32,59
2,40.76,-73.81117,1,2,17,60
2,40.74514,-73.83137,1,1,66,60
2,40.74979,-73.82911,1,5,66,60
2,40.74954,-73.82829,1,5,62,60
2,40.74988,-73.82884,1,7,82,60
2,40.75577,-73.83263,1,2,42,60
2,40.75221,-73.81533,1,1,32,60
2,40.77354,-73.82371,1,2,25,60
2,40.76314,-73.83,1,1,112,60
2,40.75819,-73.81977,1,1,6,60
2,40.75396,-73.83361,3,1,40,60
2,40.76226,-73.82459,1,1,6,60
2,40.77078,-73.82615,1,1,13,60
2,40.76734,-73.81789,1,1,3,60
2,40.73781,-73.80845,1,1,10,62
2,40.76308,-73.82215,1,2,1,63
2,40.73821,-73.81006,1,1,7,64
2,40.73157,-73.83263,3,7,0,65
2,40.7383,-73.80867,1,1,9,65
2,40.75767,-73.83094,3,2,84,65
2,40.73858,-73.80809,1,2,4,65
2,40.73862,-73.80808,1,1,2,65
2,40.73819,-73.81007,1,1,2,65
2,40.73907,-73.82943,1,1,2,65
2,40.7577,-73.83519,1,1,13,65
2,40.7547,-73.81238,1,2,56,66
2,40.76068,-73.82233,1,2,19,66
2,40.74024,-73.83105,1,1,222,68
2,40.74387,-73.82556,1,3,0,68
2,40.73736,-73.80071,3,1,86,69
2,40.75811,-73.82504,2,1,2,69
2,40.76015,-73.79105,3,4,0,70
2,40.75884,-73.81477,1,3,88,70
2,40.75484,-73.82323,1,1,0,70
2,40.75778,-73.83353,1,1,7,70
2,40.72915,-73.79448,1,2,0,70
2,40.76353,-73.82381,3,2,1,70
2,40.75728,-73.80072,1,2,2,70
2,40.7488,-73.82191,1,3,0,70
2,40.75932,-73.79859,1,1,2,70
2,40.75784,-73.83181,3,2,94,72
2,40.73851,-73.80106,3,1,256,72
2,40.75611,-73.81957,1,1,48,75
2,40.76735,-73.81801,1,1,28,75
2,40.75539,-73.83172,1,2,57,75
2,40.75389,-73.83192,1,1,65,75
2,40.75732,-73.82075,1,1,25,75
2,40.75414,-73.81536,1,1,0,75
2,40.72744,-73.81005,1,2,0,75
2,40.76699,-73.81636,1,1,10,75
2,40.75073,-73.82052,1,1,0,75
2,40.75926,-73.82641,2,1,1,75
2,40.74407,-73.82645,1,3,0,75
2,40.75444,-73.83057,1,1,75,76
2,40.76074,-73.80969,1,3,8,80
2,40.74891,-73.82039,1,1,15,80
2,40.77221,-73.82401,1,2,36,80
2,40.73968,-73.80601,1,1,9,80
