neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,price
6,40.71138,-73.95385,1,6,1,52
6,40.70954,-73.94808,1,20,6,52
6,40.716,-73.955,1,5,57,52
6,40.70585,-73.9531,1,30,4,52
6,40.71725,-73.9544,1,5,111,52
6,40.71876,-73.94441,1,2,4,52
6,40.71468,-73.95841,1,2,2,53
6,40.7086,-73.94555,1,2,6,53
6,40.70383,-73.94295,1,2,40,53
6,40.71122,-73.94347,1,3,4,53
6,40.71671,-73.94069,1,7,0,53
6,40.71998,-73.96141,1,4,1,53
6,40.71604,-73.94217,3,3,4,53
6,40.70843,-73.9588,1,1,148,54
6,40.70431,-73.93273,1,12,0,54
6,40.711,-73.9387,1,6,1,54
6,40.71732,-73.95048,1,30,22,54
6,40.71227,-73.93683,1,2,4,54
6,40.71517,-73.94292,1,150,10,55
6,40.7061,-73.94531,1,4,132,55
6,40.71731,-73.95627,3,30,0,55
6,40.71668,-73.94083,1,28,0,55
6,40.70941,-73.9522,1,5,4,55
6,40.70552,-73.93842,1,13,0,55
6,40.71795,-73.95804,1,1,1,55
6,40.7095,-73.94945,1,2,86,55
6,40.70765,-73.95116,1,4,13,55
6,40.71279,-73.9641,1,3,0,55
6,40.70903,-73.95936,1,1,4,55
6,40.71905,-73.93905,1,3,4,55
6,40.71591,-73.9417,1,7,2,55
6,40.70909,-73.9256,1,1,1,55
6,40.70866,-73.94116,1,7,2,55
6,40.70501,-73.93738,1,14,0,55
6,40.70436,-73.93225,1,7,2,55
6,40.70728,-73.94144,1,1,0,55
6,40.70986,-73.95927,1,7,1,55
6,40.70154,-73.94759,1,3,26,55
6,40.70611,-73.93966,1,5,0,55
6,40.71019,-73.95439,1,3,2,55
6,40.70353,-73.9344,1,2,7,55
6,40.71474,-73.94461,3,4,34,55
6,40.71241,-73.95354,1,21,0,55
6,40.70875,-73.94271,1,2,2,55
6,40.70973,-73.95939,1,1,147,55
6,40.70604,-73.94307,1,3,4,55
6,40.70816,-73.94822,1,4,3,55
6,40.70089,-73.94997,1,1,8,55
6,40.714,-73.95665,1,3,0,55
6,40.71614,-73.94134,1,2,0,55
6,40.71368,-73.9536,1,4,43,55
6,40.70711,-73.95344,1,30,11,55
6,40.70824,-73.94379,1,7,34,55
6,40.71188,-73.94387,1,5,9,55
6,40.70793,-73.93902,1,5,0,55
6,40.70492,-73.93341,1,1,25,55
6,40.71275,-73.95665,1,1,0,55
6,40.70648,-73.95686,1,5,2,55
6,40.70445,-73.94359,1,6,1,55
6,40.70533,-73.92778,3,3,78,55
6,40.70803,-73.9591,1,1,87,55
6,40.70754,-73.95291,1,30,3,55
6,40.70639,-73.95552,1,3,58,55
6,40.71987,-73.96141,1,5,4,55
6,40.71389,-73.95103,1,7,19,55
6,40.7069,-73.95372,1,5,61,55
6,40.71173,-73.96164,1,1,1,55
6,40.72085,-73.95723,3,2,15,55
6,40.71136,-73.94527,1,14,5,55
6,40.72143,-73.95702,1,3,1,55
6,40.70569,-73.95301,1,2,5,55
6,40.71384,-73.94228,1,15,0,55
6,40.71305,-73.93955,1,5,24,55
6,40.71018,-73.94057,1,3,2,55
6,40.70713,-73.92918,1,2,18,55
6,40.70813,-73.94707,1,10,1,55
6,40.71641,-73.95477,1,1,4,55
6,40.71233,-73.93781,1,3,13,55
6,40.70803,-73.95475,1,2,4,55
6,40.71146,-73.95632,1,1,27,55
6,40.70787,-73.94974,3,3,13,55
6,40.71218,-73.9363,1,2,5,55
6,40.70922,-73.94255,1,2,2,55
6,40.70855,-73.95072,1,2,2,55
6,40.71126,-73.94917,1,2,26,55
6,40.71107,-73.96449,1,30,0,55
6,40.70982,-73.95831,1,1,0,55
6,40.70159,-73.94346,1,1,103,56
6,40.71338,-73.95738,1,12,0,56
6,40.71613,-73.95336,1,1,1,56
6,40.70933,-73.95577,1,3,2,56
6,40.71382,-73.94285,1,21,0,56
6,40.70818,-73.94952,1,2,4,56
6,40.71709,-73.95632,1,21,1,56
6,40.70758,-73.94134,1,5,1,56
6,40.71502,-73.94749,3,1,5,57
6,40.71124,-73.94861,1,7,14,57
6,40.70847,-73.94568,1,2,1,57
6,40.7097,-73.95411,1,2,31,57
6,40.71365,-73.93889,1,3,1,57
6,40.71462,-73.96263,1,1,3,57
6,40.71684,-73.9451,1,2,27,57
6,40.70824,-73.94423,1,2,1,57
6,40.70847,-73.9491,1,1,31,57
6,40.70924,-73.95208,1,2,3,57
6,40.71246,-73.94014,1,2,1,57
6,40.70933,-73.94141,1,10,7,58
6,40.71839,-73.95996,1,1,210,58
6,40.7058,-73.93803,1,1,270,58
6,40.70872,-73.95689,1,5,1,58
6,40.70744,-73.94485,1,2,1,58
6,40.70781,-73.95324,1,2,6,58
6,40.70781,-73.93926,1,1,1,58
6,40.71445,-73.93416,1,7,0,58
6,40.71976,-73.96052,1,2,3,58
6,40.70545,-73.94714,1,1,96,58
6,40.71227,-73.93618,1,2,11,58
6,40.71198,-73.9582,1,4,9,58
6,40.71031,-73.93623,1,3,46,58
6,40.70859,-73.93572,1,3,47,58
6,40.71041,-73.96327,1,30,0,58
6,40.71037,-73.96317,1,30,0,58
6,40.70944,-73.96472,1,30,0,58
6,40.70887,-73.96249,1,30,0,58
6,40.70954,-73.96284,1,30,0,58
6,40.70763,-73.95177,1,2,181,59
6,40.71394,-73.96267,1,3,207,59
6,40.70299,-73.93585,1,5,2,59
6,40.7074,-73.94063,1,3,59,59
6,40.71801,-73.96405,1,3,0,59
6,40.71901,-73.9594,1,3,82,59
6,40.70379,-73.94228,1,15,12,59
6,40.70766,-73.95216,1,2,138,59
6,40.71281,-73.95127,1,2,87,59
6,40.70806,-73.9427,1,5,1,59
6,40.71996,-73.95567,1,30,1,59
6,40.7063,-73.94439,1,2,42,59
6,40.70742,-73.93754,1,5,1,59
6,40.70665,-73.93894,1,5,0,59
6,40.7079,-73.94896,1,13,0,59
6,40.71272,-73.95599,1,4,0,59
6,40.71033,-73.95868,1,1,1,59
6,40.71563,-73.94085,1,4,5,59
6,40.71186,-73.9399,1,2,2,59
6,40.71329,-73.93993,1,2,2,59
6,40.70928,-73.94066,1,4,0,59
6,40.7069,-73.95467,1,17,14,60
6,40.71368,-73.9626,1,3,0,60
6,40.70513,-73.95505,1,2,35,60
6,40.70918,-73.94881,1,7,1,60
6,40.70731,-73.94344,1,7,5,60
6,40.71296,-73.95088,1,4,0,60
6,40.70874,-73.93818,1,30,16,60
6,40.71997,-73.95945,1,1,44,60
6,40.70943,-73.94948,1,5,6,60
6,40.70586,-73.94135,2,1,0,60
6,40.71409,-73.93979,1,7,16,60
6,40.70684,-73.94227,1,1,0,60
6,40.71243,-73.95655,1,1,1,60
6,40.72022,-73.96055,1,3,5,60
6,40.71172,-73.93973,1,2,0,60
6,40.70898,-73.93286,1,25,0,60
6,40.70907,-73.96396,1,1,33,60
6,40.70945,-73.95491,1,3,31,60
6,40.70217,-73.93737,1,4,3,60
6,40.70834,-73.96646,1,2,0,60
6,40.71458,-73.96181,1,7,6,60
6,40.70485,-73.93863,1,20,0,60
6,40.71704,-73.94509,1,1,0,60
6,40.71405,-73.94129,1,1,1,60
6,40.71608,-73.95967,1,3,1,60
6,40.71631,-73.96353,1,2,121,60
6,40.71692,-73.96353,1,2,97,60
6,40.71767,-73.96252,1,2,92,60
6,40.71755,-73.96419,1,2,99,60
6,40.71714,-73.96234,1,2,107,60
6,40.71636,-73.96246,1,2,97,60
6,40.71544,-73.96211,1,2,99,60
6,40.7083,-73.95473,1,1,4,60
6,40.7151,-73.96037,1,1,2,60
6,40.71321,-73.94099,1,1,0,60
6,40.71596,-73.96215,1,2,106,60
6,40.70788,-73.95106,1,5,1,60
6,40.71594,-73.95991,1,2,1,60
6,40.70782,-73.95462,1,1,2,60
6,40.70644,-73.93759,1,1,0,60
6,40.7069,-73.96833,1,2,1,60
6,40.70766,-73.94739,1,3,6,60
6,40.71205,-73.95787,1,7,0,60
6,40.71891,-73.96133,1,5,0,60
6,40.70998,-73.95956,1,1,0,60
6,40.71367,-73.94228,1,2,7,60
6,40.71077,-73.96259,2,1,1,60
6,40.70732,-73.95466,1,2,18,60
6,40.71507,-73.94093,1,1,0,60
6,40.70528,-73.94384,1,1,0,60
6,40.71725,-73.95392,1,7,0,60
6,40.70718,-73.94672,1,1,0,60
6,40.71016,-73.96076,1,3,8,60
6,40.71745,-73.9569,1,3,1,60
6,40.70878,-73.94441,1,7,0,60
6,40.70661,-73.93642,1,1,2,60
6,40.70806,-73.94224,1,3,1,60
6,40.70644,-73.93968,1,3,2,60
6,40.70624,-73.92861,2,2,0,60
6,40.7042,-73.94193,1,1,3,60
6,40.71428,-73.95172,1,1,0,60
6,40.71281,-73.94603,1,6,2,60
6,40.70282,-73.94287,1,1,0,60
6,40.71675,-73.95725,1,4,0,60
6,40.71912,-73.9572,1,1,53,60
6,40.71417,-73.94463,3,10,1,60
6,40.7065,-73.95568,1,3,76,60
6,40.70661,-73.93584,1,1,1,60
6,40.70547,-73.93747,1,20,0,60
6,40.71435,-73.96336,1,14,1,60
6,40.70683,-73.94582,1,1,0,60
6,40.71329,-73.96322,1,5,72,60
6,40.71644,-73.9433,1,2,5,60
6,40.71329,-73.96223,1,2,7,60
6,40.7142,-73.96408,1,3,21,60
6,40.71457,-73.96332,1,2,1,60
6,40.7133,-73.95037,1,1,1,60
6,40.70786,-73.94821,1,2,8,60
6,40.71661,-73.9551,1,2,27,60
6,40.70436,-73.94123,1,2,14,60
6,40.71708,-73.94278,1,7,0,60
6,40.70513,-73.93063,1,1,0,60
6,40.71648,-73.94066,1,87,4,60
6,40.70772,-73.94126,1,2,18,60
6,40.71064,-73.96497,1,2,0,60
6,40.70626,-73.95212,1,4,3,60
6,40.70506,-73.93122,1,1,8,60
6,40.71227,-73.96233,1,5,2,60
6,40.70821,-73.94274,1,2,0,60
6,40.71199,-73.96317,1,7,0,60
6,40.70717,-73.94949,1,1,5,60
6,40.71592,-73.9562,1,3,22,60
6,40.7098,-73.94834,1,3,12,60
6,40.71078,-73.95071,2,15,4,60
6,40.70932,-73.93489,1,2,36,60
6,40.71322,-73.94022,1,2,6,60
6,40.71262,-73.94156,1,2,1,60
6,40.70823,-73.96081,1,2,0,60
6,40.70564,-73.92774,1,3,2,60
6,40.71015,-73.955,1,7,1,60
6,40.71327,-73.94763,1,2,3,60
6,40.70739,-73.94726,1,6,3,60
6,40.71353,-73.96453,1,3,1,60
6,40.71706,-73.94091,1,2,3,60
6,40.71727,-73.95597,1,4,36,60
6,40.71226,-73.93949,1,2,48,60
6,40.71766,-73.94937,1,2,7,60
6,40.71218,-73.96268,1,2,2,60
6,40.70883,-73.94242,1,1,21,60
6,40.71665,-73.94169,1,2,21,60
6,40.71504,-73.95394,1,3,30,60
6,40.72026,-73.961,1,10,5,60
6,40.71417,-73.93767,1,2,75,60
6,40.71353,-73.94337,1,7,2,60
6,40.71353,-73.96216,1,2,1,60
6,40.7052,-73.94397,1,2,1,60
6,40.71092,-73.94765,1,4,0,60
6,40.70635,-73.93658,1,2,1,60
6,40.70542,-73.9411,1,3,1,60
6,40.71707,-73.95982,1,3,46,60
6,40.71759,-73.95935,1,3,0,60
6,40.70904,-73.9471,1,1,0,60
6,40.71166,-73.96054,1,2,0,60
6,40.71999,-73.9417,1,2,6,60
6,40.70666,-73.94379,1,4,4,60
6,40.70959,-73.95477,1,20,4,60
6,40.70312,-73.93808,1,4,0,60
6,40.70621,-73.95026,1,1,36,60
6,40.7045,-73.937,1,3,1,60
6,40.71532,-73.96209,1,3,29,60
6,40.7073,-73.96607,1,4,17,60
6,40.70665,-73.94554,1,7,5,60
6,40.71304,-73.95235,1,2,23,60
6,40.71179,-73.9387,1,1,41,60
6,40.70266,-73.93413,1,3,12,60
6,40.70964,-73.95969,1,1,81,60
6,40.71194,-73.9668,1,2,30,60
6,40.71808,-73.95859,1,5,1,60
6,40.71009,-73.95151,1,3,2,60
6,40.70903,-73.94416,1,2,14,60
6,40.70685,-73.94231,1,150,2,60
6,40.70209,-73.94223,1,3,0,60
6,40.71282,-73.95742,1,1,1,60
6,40.71847,-73.94509,1,4,1,60
6,40.71408,-73.95501,3,1,37,60
6,40.7033,-73.93583,1,2,1,60
6,40.71218,-73.94616,1,3,1,60
6,40.70597,-73.94245,1,2,16,60
6,40.71045,-73.93826,1,2,16,60
6,40.70738,-73.95569,1,2,26,60
6,40.71084,-73.95875,1,4,3,60
6,40.71502,-73.95633,1,5,3,60
6,40.71492,-73.94397,1,3,1,60
6,40.70785,-73.94898,1,2,3,60
6,40.70706,-73.95048,1,3,2,60
6,40.71171,-73.9454,1,3,0,60
6,40.71358,-73.94092,1,1,0,60
6,40.70497,-73.9375,1,5,0,60
6,40.71775,-73.95767,1,1,0,60
6,40.71052,-73.95149,1,2,0,60
6,40.71074,-73.95145,1,1,1,61
6,40.71345,-73.95938,1,1,25,61
6,40.71159,-73.96581,3,2,15,61
6,40.71189,-73.94632,1,30,3,62
6,40.71251,-73.9517,1,3,47,62
6,40.70431,-73.94528,2,2,45,62
6,40.71909,-73.95811,1,1,1,62
6,40.71862,-73.94216,1,7,0,62
6,40.71115,-73.93735,1,1,6,62
6,40.70826,-73.94421,1,29,70,62
6,40.70931,-73.94253,1,1,71,62
6,40.7127,-73.94034,1,2,64,62
6,40.71238,-73.9379,1,2,0,63
6,40.71965,-73.9428,1,4,3,63
6,40.72003,-73.94147,1,7,1,63
6,40.70589,-73.94749,1,7,1,63
6,40.71151,-73.94396,1,3,1,63
6,40.70874,-73.95237,1,5,24,63
6,40.70859,-73.94297,1,3,8,63
6,40.70827,-73.9425,1,4,0,63
6,40.70643,-73.94198,1,21,0,63
6,40.71408,-73.9489,1,3,247,64
6,40.71447,-73.95237,1,30,17,64
6,40.70921,-73.95178,1,3,47,64
6,40.71673,-73.94316,1,5,4,64
6,40.70512,-73.94347,1,1,1,64
6,40.70727,-73.96057,1,2,2,64
6,40.70647,-73.93265,1,3,10,64
6,40.70922,-73.95232,1,1,25,64
6,40.71385,-73.95559,1,2,3,64
6,40.70798,-73.93652,2,1,69,64
6,40.70525,-73.93363,1,1,29,64
6,40.70631,-73.93338,1,21,0,64
6,40.71943,-73.95958,1,30,52,65
6,40.70712,-73.94013,1,4,30,65
6,40.71055,-73.94915,1,14,30,65
6,40.70061,-73.9552,1,2,164,65
6,40.70537,-73.92975,1,4,142,65
6,40.70683,-73.95375,1,1,10,65
6,40.71527,-73.94038,1,4,8,65
6,40.70819,-73.94813,1,9,12,65
6,40.71207,-73.95077,1,2,152,65
6,40.71566,-73.941,1,1,35,65
6,40.71202,-73.96665,1,5,2,65
6,40.7105,-73.9438,1,1,113,65
6,40.70828,-73.95481,1,1,13,65
6,40.71887,-73.94845,1,1,0,65
6,40.71539,-73.95426,1,4,2,65
6,40.71239,-73.96178,1,5,0,65
6,40.70506,-73.93201,1,7,1,65
6,40.72026,-73.96111,1,1,0,65
6,40.70873,-73.95219,1,1,107,65
6,40.71647,-73.93824,1,1,0,65
6,40.71621,-73.93984,1,12,2,65
6,40.71525,-73.94742,1,2,9,65
6,40.71495,-73.96321,1,2,12,65
6,40.71193,-73.94266,1,1,9,65
6,40.70496,-73.93689,1,3,2,65
6,40.71605,-73.95176,1,3,1,65
6,40.7075,-73.95385,1,6,3,65
6,40.70796,-73.95035,1,1,1,65
6,40.71081,-73.94061,1,2,15,65
6,40.71741,-73.95978,1,1,0,65
6,40.71215,-73.95801,1,2,0,65
6,40.71886,-73.96234,1,2,2,65
6,40.70516,-73.95088,1,3,2,65
6,40.70821,-73.94719,1,2,9,65
6,40.71117,-73.95197,1,1,0,65
6,40.7139,-73.95615,1,1,1,65
6,40.70739,-73.94318,1,2,1,65
6,40.70559,-73.93552,1,1,3,65
6,40.71791,-73.94242,1,3,0,65
6,40.71576,-73.95576,1,1,3,65
6,40.70652,-73.94054,1,1,1,65
6,40.70769,-73.94548,1,2,2,65
6,40.70987,-73.9472,1,4,10,65
6,40.71096,-73.95171,1,3,7,65
6,40.71499,-73.94634,1,1,14,65
6,40.71647,-73.95971,1,20,1,65
6,40.71493,-73.94861,1,1,2,65
6,40.7107,-73.94295,1,7,1,65
6,40.71066,-73.94127,1,1,1,65
6,40.71445,-73.94593,1,3,2,65
6,40.71733,-73.95887,1,1,7,65
6,40.70496,-73.93122,1,2,20,65
6,40.72019,-73.95581,1,7,1,65
6,40.70476,-73.92942,1,3,15,65
6,40.71947,-73.95958,1,21,2,65
6,40.70694,-73.94511,1,2,2,65
6,40.71279,-73.94662,1,3,1,65
6,40.71101,-73.96217,1,6,1,65
6,40.71817,-73.94289,1,2,24,65
6,40.70443,-73.93039,1,2,71,65
6,40.72011,-73.95847,1,1,1,65
6,40.70782,-73.9403,1,2,1,65
6,40.70572,-73.93823,1,8,1,65
6,40.7023,-73.9419,1,3,47,65
6,40.71032,-73.95687,1,2,0,65
6,40.70788,-73.9511,1,3,5,65
6,40.70856,-73.94281,1,2,74,65
6,40.71044,-73.9583,1,25,6,65
6,40.71594,-73.9573,1,14,0,65
6,40.7193,-73.95863,1,4,1,65
6,40.71458,-73.96169,1,5,67,65
6,40.71971,-73.95879,1,14,0,65
6,40.71085,-73.96136,1,4,10,65
6,40.70562,-73.92734,1,1,2,65
6,40.71688,-73.95107,1,3,6,65
6,40.70722,-73.94121,1,27,4,65
6,40.71239,-73.95271,1,4,2,65
6,40.70755,-73.94377,1,2,22,65
6,40.71289,-73.9637,1,1,0,65
6,40.71311,-73.94036,1,2,1,65
6,40.70973,-73.96405,1,5,3,65
6,40.71526,-73.9469,1,3,6,65
6,40.70574,-73.92809,1,2,7,65
6,40.70701,-73.94446,1,2,0,65
6,40.70956,-73.95305,1,2,9,65
6,40.70136,-73.94423,1,2,3,65
6,40.71326,-73.93766,1,4,5,65
6,40.71423,-73.96234,1,1,19,65
6,40.71673,-73.94948,1,2,1,65
6,40.71315,-73.95411,1,2,17,65
6,40.71606,-73.9593,1,2,0,65
6,40.70684,-73.94932,1,1,20,65
6,40.7077,-73.95332,1,2,13,65
6,40.70897,-73.96392,1,4,0,65
6,40.71373,-73.94034,1,3,0,65
6,40.71036,-73.94053,1,2,13,65
6,40.71492,-73.94332,1,3,4,65
6,40.71395,-73.94022,1,1,2,65
6,40.71362,-73.95343,1,2,9,65
6,40.7077,-73.9435,1,7,0,65
6,40.70867,-73.93891,1,15,1,65
6,40.7071,-73.94634,1,5,1,65
6,40.71527,-73.96037,1,3,2,65
6,40.71203,-73.95241,1,4,1,65
6,40.70671,-73.95076,1,7,0,65
6,40.70538,-73.94314,1,2,0,65
6,40.71544,-73.95433,1,2,6,66
6,40.71292,-73.94873,3,6,3,66
6,40.70725,-73.94187,1,2,0,66
6,40.71264,-73.94751,1,1,1,66
6,40.71005,-73.95509,1,7,0,66
6,40.71091,-73.96029,1,5,0,66
6,40.70833,-73.93916,1,12,9,66
6,40.70829,-73.94369,1,3,4,66
6,40.71536,-73.96358,1,2,1,66
6,40.70591,-73.92916,1,2,48,66
6,40.71113,-73.95675,1,10,1,66
6,40.71021,-73.95563,1,2,6,66
6,40.7098,-73.9418,1,2,6,66
6,40.71407,-73.93856,1,5,3,66
6,40.70987,-73.95818,1,1,45,66
6,40.71682,-73.95446,1,182,0,66
6,40.71709,-73.96035,1,7,1,66
6,40.71257,-73.96326,1,1,4,66
6,40.70883,-73.93873,1,1,14,67
6,40.71033,-73.95026,1,3,21,67
6,40.71606,-73.95744,1,4,0,67
6,40.70551,-73.93454,1,3,33,67
6,40.71471,-73.94173,1,30,3,67
6,40.7076,-73.93426,1,2,32,67
6,40.70521,-73.93554,1,2,33,67
6,40.71407,-73.93936,1,30,2,67
6,40.71538,-73.94148,1,30,3,67
6,40.71168,-73.95626,1,1,15,67
6,40.71235,-73.93963,1,2,9,67
6,40.70617,-73.93674,1,5,5,68
6,40.71067,-73.96005,1,5,14,68
6,40.71374,-73.96336,1,2,0,68
6,40.7075,-73.94055,1,1,29,68
6,40.71483,-73.94935,1,30,13,68
6,40.70928,-73.9659,1,3,4,68
6,40.71272,-73.96378,1,1,1,68
6,40.71225,-73.95757,1,28,5,68
6,40.71954,-73.94329,1,2,5,68
6,40.71217,-73.95888,1,5,1,68
6,40.71468,-73.95825,1,1,7,68
6,40.71088,-73.95055,1,4,202,69
6,40.70979,-73.95162,1,4,82,69
6,40.71398,-73.95763,1,2,220,69
6,40.71796,-73.95439,1,3,2,69
6,40.70585,-73.92698,1,5,6,69
6,40.71286,-73.96244,1,2,11,69
6,40.71614,-73.95282,1,30,16,69
6,40.70412,-73.93555,1,14,1,69
6,40.71278,-73.96292,1,1,0,69
6,40.71811,-73.96222,1,3,0,69
6,40.70357,-73.93444,1,3,66,69
6,40.71681,-73.96296,1,2,10,69
6,40.71738,-73.94158,1,2,61,69
6,40.7115,-73.9429,1,23,12,69
6,40.71355,-73.95003,1,28,17,69
6,40.70655,-73.95405,1,15,0,69
6,40.71759,-73.94549,1,2,9,69
6,40.7207,-73.96087,1,7,0,69
6,40.71536,-73.94058,1,5,6,69
6,40.70578,-73.94324,1,2,36,69
6,40.71215,-73.94082,1,2,70,69
6,40.7132,-73.94164,1,2,75,69
6,40.70955,-73.96311,1,7,1,69
6,40.71389,-73.93859,1,2,1,69
6,40.70403,-73.9428,1,2,1,69
6,40.71417,-73.95867,1,6,2,69
6,40.71926,-73.95485,1,3,1,69
6,40.71143,-73.94189,1,1,9,69
6,40.71312,-73.96199,1,2,227,70
6,40.70638,-73.96627,1,1,2,70
6,40.704,-73.93285,1,5,2,70
6,40.71622,-73.96042,1,1,8,70
6,40.71406,-73.94965,1,10,0,70
6,40.7057,-73.93836,1,2,31,70
6,40.71863,-73.94575,1,3,30,70
6,40.71351,-73.94316,1,6,1,70
6,40.71216,-73.94612,1,90,2,70
6,40.7186,-73.9451,1,1,0,70
6,40.71124,-73.9499,1,5,8,70
6,40.70024,-73.95047,1,7,0,70
6,40.70675,-73.94984,1,3,69,70
6,40.71042,-73.94702,1,5,0,70
6,40.71594,-73.95649,1,2,15,70
6,40.70985,-73.94738,1,2,0,70
6,40.71335,-73.9655,1,3,16,70
6,40.71676,-73.9439,1,2,99,70
6,40.70198,-73.947,1,4,1,70
6,40.70767,-73.94821,1,14,0,70
6,40.70891,-73.94161,1,3,8,70
6,40.71477,-73.94761,1,5,5,70
6,40.70854,-73.95281,1,1,4,70
6,40.72002,-73.96028,1,3,90,70
6,40.70866,-73.94122,1,4,7,70
6,40.70492,-73.93832,1,3,1,70
6,40.71061,-73.94971,1,1,40,70
6,40.71697,-73.95919,1,1,19,70
6,40.71602,-73.94645,1,3,1,70
6,40.71179,-73.96092,1,3,26,70
6,40.71681,-73.9408,1,5,22,70
6,40.71591,-73.95695,1,6,0,70
6,40.70704,-73.95522,1,2,47,70
6,40.71776,-73.9605,1,5,1,70
6,40.71147,-73.96745,1,1,1,70
6,40.71852,-73.95897,1,1,0,70
6,40.70474,-73.93812,1,3,3,70
6,40.71403,-73.96171,1,1,9,70
6,40.70294,-73.93711,1,1,10,70
6,40.71444,-73.94058,1,1,1,70
6,40.71576,-73.95586,1,2,3,70
6,40.70879,-73.94937,1,7,15,70
6,40.71923,-73.94258,3,1,86,70
6,40.71365,-73.96232,1,3,12,70
6,40.70809,-73.9519,1,2,117,70
6,40.7121,-73.95892,1,2,19,70
6,40.70627,-73.94947,1,10,17,70
6,40.7087,-73.95427,1,20,3,70
6,40.71311,-73.95332,1,2,52,70
6,40.71064,-73.95919,1,1,2,70
6,40.7141,-73.95064,1,28,28,70
6,40.71435,-73.95508,1,1,13,70
6,40.70556,-73.92892,1,2,10,70
6,40.70736,-73.95571,1,1,39,70
6,40.71112,-73.95382,1,5,3,70
6,40.71204,-73.93535,3,5,2,70
6,40.71248,-73.95815,1,3,1,70
6,40.71078,-73.96161,1,4,33,70
6,40.71341,-73.96554,1,4,0,70
6,40.71475,-73.94197,1,1,1,70
6,40.7079,-73.96609,1,7,8,70
6,40.71239,-73.95857,1,4,8,70
6,40.71318,-73.96038,1,1,8,70
6,40.71171,-73.95896,1,2,3,70
6,40.71078,-73.94666,1,1,1,70
6,40.71075,-73.95935,1,1,1,70
6,40.71568,-73.94415,1,2,16,70
6,40.71284,-73.94805,1,2,3,70
6,40.70934,-73.95243,1,7,1,70
6,40.70902,-73.96059,1,4,1,70
6,40.7087,-73.94519,1,3,3,70
6,40.70683,-73.94323,1,30,0,70
6,40.71251,-73.94148,1,1,1,70
6,40.71881,-73.93965,1,5,2,70
6,40.71082,-73.95729,1,2,11,70
6,40.71515,-73.95252,1,3,2,70
6,40.71622,-73.95364,1,1,13,70
6,40.71168,-73.94058,1,20,26,70
6,40.71952,-73.94165,1,2,41,70
6,40.70705,-73.94976,1,5,1,70
6,40.71008,-73.96175,1,5,3,70
6,40.70412,-73.93426,1,3,19,70
6,40.70858,-73.95378,1,3,42,70
6,40.71111,-73.94736,1,3,11,70
6,40.70831,-73.96192,1,1,11,70
6,40.71106,-73.95945,1,4,1,70
6,40.70719,-73.94021,1,2,37,70
6,40.71671,-73.94094,1,6,1,70
6,40.70844,-73.94415,1,2,20,70
6,40.71247,-73.94548,1,1,2,70
6,40.71229,-73.95592,1,25,3,70
6,40.71447,-73.95195,1,14,2,70
6,40.70568,-73.94282,1,10,2,70
6,40.71451,-73.95068,1,5,0,70
6,40.71623,-73.94328,1,1,30,70
6,40.71543,-73.95421,3,2,4,70
6,40.71953,-73.96401,1,2,14,70
6,40.71242,-73.95919,1,4,1,70
6,40.70779,-73.94714,1,3,4,70
6,40.70664,-73.93978,1,2,4,70
6,40.7087,-73.95941,1,1,67,70
6,40.70948,-73.95946,1,5,1,70
6,40.71205,-73.95838,1,3,4,70
6,40.70916,-73.96252,1,4,13,70
6,40.7177,-73.96346,1,9,1,70
6,40.71901,-73.96303,1,2,1,70
6,40.70874,-73.95873,2,2,4,70
6,40.70786,-73.95022,1,5,1,70
6,40.7131,-73.96004,1,3,0,70
6,40.70967,-73.95249,1,2,8,70
6,40.70999,-73.96097,1,1,33,70
6,40.70766,-73.94974,1,1,34,70
6,40.70263,-73.93488,1,5,1,70
6,40.70406,-73.95763,1,2,5,70
6,40.70426,-73.94542,1,1,13,70
6,40.71606,-73.94093,1,7,0,70
6,40.71437,-73.94133,1,5,3,70
6,40.70658,-73.9463,1,2,0,70
6,40.71878,-73.9604,1,1,7,70
6,40.70621,-73.93663,1,2,18,70
6,40.71216,-73.94246,1,3,12,70
6,40.71038,-73.96094,1,2,7,70
6,40.71238,-73.94848,1,1,2,70
6,40.71839,-73.95876,1,2,0,70
6,40.71114,-73.96153,1,14,0,70
6,40.71019,-73.95739,1,1,1,70
6,40.7154,-73.95438,1,5,1,70
6,40.71175,-73.96197,1,6,0,70
6,40.714,-73.96253,1,2,162,71
6,40.71733,-73.95028,1,2,30,71
6,40.71272,-73.94104,1,1,8,71
6,40.70734,-73.96417,1,2,5,71
6,40.7192,-73.94354,1,6,1,71
6,40.70507,-73.9353,1,3,156,72
6,40.71375,-73.94342,1,2,5,72
6,40.70688,-73.96745,1,1,154,72
6,40.7179,-73.95702,1,21,1,72
6,40.70527,-73.93057,2,30,3,72
6,40.71351,-73.96066,1,2,48,72
6,40.70392,-73.94885,3,3,7,72
6,40.70891,-73.94268,1,3,0,72
6,40.70766,-73.94789,1,3,2,72
6,40.70631,-73.94467,1,30,0,72
6,40.7062,-73.94237,1,30,0,72
6,40.71462,-73.95883,1,1,0,72
6,40.71256,-73.96626,1,6,6,73
6,40.71165,-73.96716,1,10,19,73
6,40.71895,-73.95604,1,2,39,73
6,40.70703,-73.95234,1,14,0,73
6,40.71806,-73.95775,1,1,4,73
6,40.70949,-73.94892,1,4,25,73
6,40.71413,-73.94467,1,21,0,73
